transaction_id,product_id,customer_id,quantity,transaction_date
2235,84,910,3,2025-10-06
2236,164,321,4,2026-02-01
2237,32,506,4,2024-03-03
2238,175,966,3,2024-05-01
2239,68,213,1,2024-08-25
2240,126,456,3,2024-12-01
2241,116,2,5,2026-01-20
2242,43,254,4,2025-08-24
2243,176,909,1,2025-12-09
2244,110,971,3,2024-07-22
2245,60,730,4,2025-03-20
2246,108,416,2,2026-01-08
2247,139,700,4,2026-01-29
2248,129,49,1,2025-04-29
2249,159,335,3,2024-04-29
2250,90,114,3,2025-01-29
2251,27,918,1,2025-06-07
2252,170,355,1,2025-07-24
2253,59,693,2,2024-04-03
2254,59,177,4,2025-06-03
2255,195,516,2,2025-02-20
2256,101,671,1,2024-11-17
2257,65,768,4,2025-11-30
2258,120,823,3,2024-03-24
2259,11,91,4,2026-01-04
2260,174,472,5,2024-08-02
2261,147,414,3,2025-04-03
2262,33,417,4,2025-12-17
2263,56,858,4,2025-01-20
2264,23,344,4,2025-12-05
2265,50,119,1,2024-07-30
2266,195,485,3,2024-10-04
2267,100,786,4,2025-12-15
2268,1,601,5,2024-03-30
2269,155,354,5,2024-11-09
2270,8,139,5,2025-09-27
2271,75,544,2,2026-02-05
2272,200,511,3,2024-12-04
2273,56,984,4,2024-11-15
2274,132,20,2,2026-01-31
2275,40,242,2,2025-03-09
2276,43,584,4,2025-11-25
2277,38,805,5,2025-04-19
2278,200,679,4,2024-07-29
2279,44,165,2,2025-06-20
2280,144,859,1,2024-02-29
2281,37,343,3,2025-08-20
2282,23,833,3,2024-12-04
2283,70,310,4,2026-02-07
2284,129,427,1,2024-11-15
2285,183,110,5,2024-12-07
2286,36,26,1,2024-07-02
2287,8,260,1,2024-04-08
2288,90,958,1,2025-09-12
2289,161,371,3,2024-05-14
2290,17,249,2,2025-05-25
2291,110,360,1,2025-01-29
2292,102,313,5,2024-07-23
2293,118,485,1,2025-02-20
2294,13,414,1,2024-12-26
2295,122,30,3,2025-03-08
2296,164,849,2,2026-01-27
2297,173,242,3,2024-08-08
2298,123,795,5,2024-06-21
2299,164,405,3,2025-05-24
2300,109,702,2,2025-09-04
2301,29,957,2,2025-05-04
2302,13,932,5,2025-01-13
2303,156,897,4,2026-02-02
2304,11,916,1,2025-02-28
2305,52,140,3,2024-07-18
2306,75,465,1,2025-09-04
2307,30,753,4,2024-12-26
2308,30,737,5,2026-02-09
2309,87,542,2,2024-11-16
2310,134,990,1,2026-01-23
2311,58,848,4,2026-02-05
2312,170,584,1,2025-03-22
2313,69,574,5,2025-06-25
2314,73,147,1,2024-11-09
2315,2,37,5,2025-12-19
2316,159,851,3,2024-12-07
2317,152,36,5,2024-03-18
2318,114,380,5,2025-04-09
2319,8,40,2,2025-05-07
2320,80,833,1,2024-11-06
2321,137,91,3,2025-11-30
2322,154,893,3,2024-06-04
2323,42,968,1,2025-08-29
2324,58,766,1,2025-06-24
2325,127,328,1,2024-03-17
2326,118,398,4,2025-04-20
2327,30,82,3,2025-03-02
2328,182,562,1,2024-05-15
2329,76,845,4,2024-07-30
2330,86,534,4,2024-09-22
2331,1,656,5,2025-04-15
2332,64,593,5,2025-06-27
2333,45,225,1,2024-05-15
2334,82,191,4,2024-11-26
2335,155,201,5,2025-05-06
2336,86,159,3,2024-09-02
2337,97,976,2,2025-01-18
2338,91,327,4,2025-01-24
2339,184,175,4,2024-05-18
2340,126,621,3,2024-07-14
2341,153,556,1,2025-02-23
2342,90,100,4,2026-01-02
2343,165,718,5,2026-01-12
2344,27,697,1,2024-10-05
2345,180,106,5,2025-02-25
2346,70,432,3,2024-05-14
2347,15,458,1,2025-06-23
2348,170,520,3,2025-03-17
2349,18,129,3,2025-01-14
2350,20,123,5,2025-04-28
2351,188,958,3,2025-10-06
2352,108,859,2,2024-08-20
2353,16,460,5,2025-03-28
2354,177,541,1,2025-08-28
2355,105,682,1,2025-12-18
2356,164,501,3,2025-08-04
2357,184,671,1,2026-01-15
2358,87,882,3,2025-12-21
2359,30,462,1,2025-06-17
2360,167,760,3,2025-07-10
2361,154,532,2,2024-05-30
2362,190,172,1,2025-12-12
2363,14,229,2,2025-02-04
2364,75,755,2,2024-07-05
2365,158,512,5,2025-02-14
2366,116,794,5,2024-06-21
2367,18,705,3,2024-04-04
2368,173,994,5,2025-01-18
2369,199,960,5,2025-10-21
2370,176,649,1,2026-02-06
2371,71,552,5,2024-04-26
2372,31,396,5,2025-09-24
2373,161,265,2,2024-02-28
2374,52,308,1,2025-10-05
2375,1,918,4,2024-10-13
2376,165,770,5,2025-10-10
2377,164,639,5,2025-04-07
2378,32,673,2,2025-10-03
2379,98,110,1,2025-05-13
2380,32,295,4,2025-03-20
2381,113,775,1,2025-12-29
2382,138,816,2,2024-09-04
2383,72,277,3,2024-07-29
2384,46,609,1,2026-02-05
2385,115,356,4,2024-03-03
2386,190,333,2,2025-10-08
2387,116,23,1,2024-11-15
2388,178,807,5,2024-09-10
2389,38,858,3,2024-09-13
2390,29,942,4,2024-09-04
2391,115,720,1,2025-12-10
2392,188,214,5,2025-02-19
2393,68,925,5,2025-11-05
2394,20,720,4,2025-10-07
2395,30,888,4,2025-06-30
2396,187,648,2,2025-11-20
2397,52,632,1,2025-03-26
2398,6,156,3,2024-02-19
2399,56,181,1,2024-12-31
2400,89,842,2,2025-01-18
2401,60,585,5,2025-02-23
2402,182,120,5,2025-07-19
2403,100,563,5,2025-01-30
2404,20,527,1,2025-08-22
2405,112,129,4,2024-10-20
2406,55,891,3,2024-11-06
2407,92,547,3,2025-09-12
2408,146,123,3,2024-11-08
2409,6,492,5,2024-05-01
2410,192,467,3,2024-07-27
2411,87,232,4,2025-09-28
2412,3,699,1,2025-03-12
2413,105,995,3,2025-01-14
2414,42,240,4,2024-09-11
2415,100,234,4,2024-02-22
2416,79,240,4,2024-06-05
2417,162,408,2,2024-04-04
2418,200,744,5,2025-03-28
2419,183,84,1,2025-05-12
2420,27,947,5,2025-12-07
2421,191,835,4,2024-12-14
2422,13,660,4,2025-02-11
2423,166,478,5,2026-02-05
2424,77,981,5,2025-12-21
2425,150,389,5,2024-08-06
2426,150,153,3,2026-02-12
2427,4,25,3,2025-07-19
2428,26,396,4,2025-07-02
2429,4,648,3,2024-11-29
2430,67,935,3,2025-09-11
2431,151,553,4,2025-01-15
2432,122,348,2,2024-08-02
2433,152,39,4,2025-08-01
2434,80,16,3,2024-09-20
2435,78,125,4,2025-10-11
2436,1,757,4,2024-12-18
2437,160,106,3,2025-03-24
2438,72,658,1,2024-06-05
2439,8,944,4,2025-08-19
2440,84,960,5,2025-12-25
2441,51,857,2,2024-03-27
2442,103,277,5,2024-09-02
2443,102,171,3,2025-06-20
2444,29,789,3,2025-06-13
2445,54,855,5,2025-06-16
2446,76,763,3,2025-06-03
2447,58,676,5,2025-10-15
2448,111,770,3,2025-08-01
2449,199,232,3,2025-07-04
2450,26,619,3,2024-10-27
2451,143,55,2,2026-01-20
2452,80,411,2,2025-01-24
2453,64,608,2,2025-06-16
2454,50,446,2,2025-08-13
2455,74,592,5,2025-07-06
2456,113,418,2,2024-08-07
2457,89,579,3,2025-03-08
2458,73,496,3,2024-12-13
2459,174,891,4,2024-06-03
2460,144,882,3,2025-08-11
2461,106,203,1,2025-02-12
2462,188,446,2,2025-08-08
2463,138,642,1,2024-05-08
2464,70,178,3,2025-05-08
2465,170,585,5,2024-07-04
2466,18,956,2,2025-04-13
2467,20,386,5,2026-02-06
2468,177,682,1,2025-10-25
2469,165,862,5,2024-06-10
2470,59,964,3,2024-03-23
2471,73,270,3,2025-09-24
2472,3,591,1,2024-06-17
2473,42,83,4,2025-09-17
2474,108,855,5,2025-09-30
2475,45,153,3,2024-10-26
2476,133,876,5,2025-09-03
2477,106,855,2,2025-10-04
2478,151,198,4,2025-05-16
2479,188,299,4,2024-10-15
2480,188,373,2,2024-11-30
2481,181,208,3,2025-02-06
2482,66,396,1,2026-01-19
2483,2,19,4,2026-02-12
2484,49,600,4,2024-12-19
2485,97,380,2,2025-09-08
2486,84,661,3,2025-05-28
2487,116,138,4,2026-01-27
2488,15,505,2,2025-09-03
2489,131,399,1,2024-05-21
2490,100,695,2,2024-09-27
2491,15,556,5,2024-08-25
2492,183,54,5,2025-04-06
2493,90,767,4,2024-08-21
2494,88,304,3,2025-04-26
2495,102,391,1,2025-10-17
2496,111,555,4,2024-10-16
2497,161,496,1,2025-11-14
2498,139,814,3,2026-02-03
2499,58,884,4,2024-06-17
2500,145,837,4,2024-12-12
2501,152,907,3,2024-12-05
2502,165,236,3,2024-07-19
2503,104,185,4,2026-01-20
2504,97,573,3,2024-04-02
2505,127,282,5,2025-04-19
2506,136,852,2,2025-04-24
2507,12,783,2,2025-05-26
2508,121,457,3,2025-02-01
2509,171,92,2,2025-05-15
2510,123,621,2,2025-03-06
2511,97,611,2,2024-05-01
2512,160,814,3,2024-08-18
2513,81,883,4,2025-04-03
2514,15,668,5,2024-05-10
2515,67,808,3,2026-01-05
2516,53,949,2,2024-06-30
2517,191,909,2,2025-04-20
2518,127,341,1,2024-09-24
2519,122,927,1,2025-06-11
2520,191,825,3,2024-09-14
2521,80,221,1,2024-10-26
2522,89,684,5,2025-01-25
2523,177,431,3,2025-04-25
2524,108,400,5,2025-08-25
2525,36,368,5,2024-07-06
2526,51,691,3,2025-10-30
2527,158,593,3,2024-03-28
2528,179,831,1,2025-04-08
2529,81,264,5,2025-12-09
2530,4,973,4,2025-11-09
2531,96,572,2,2024-04-28
2532,105,306,2,2024-03-25
2533,54,648,2,2025-10-29
2534,196,793,2,2025-12-30
2535,174,902,1,2024-12-05
2536,173,926,1,2025-07-22
2537,79,706,4,2024-03-31
2538,168,162,2,2024-05-01
2539,87,521,3,2025-11-04
2540,5,146,3,2025-11-14
2541,157,230,4,2025-10-21
2542,60,454,5,2025-03-08
2543,90,596,1,2025-05-05
2544,157,301,3,2025-07-23
2545,15,868,4,2025-11-09
2546,94,467,3,2025-08-17
2547,2,917,4,2025-07-10
2548,21,989,3,2024-09-11
2549,12,537,5,2025-01-19
2550,16,468,2,2024-10-05
2551,140,155,5,2024-06-08
2552,173,467,1,2025-06-14
2553,182,400,4,2025-05-12
2554,104,588,5,2024-06-14
2555,17,512,3,2025-09-10
2556,199,152,3,2025-07-16
2557,198,460,2,2025-05-13
2558,191,824,4,2024-07-24
2559,34,642,3,2024-06-26
2560,155,916,5,2025-05-19
2561,59,742,1,2024-04-22
2562,24,3,3,2025-12-15
2563,101,336,2,2024-08-09
2564,75,314,5,2024-07-14
2565,157,381,5,2025-03-05
2566,177,238,3,2025-02-11
2567,170,482,1,2024-05-14
2568,89,80,1,2025-02-16
2569,80,941,4,2024-10-02
2570,120,255,2,2025-04-20
2571,149,528,2,2025-04-23
2572,173,550,2,2025-04-02
2573,60,188,1,2025-05-26
2574,99,304,4,2025-02-02
2575,138,978,1,2024-02-21
2576,92,547,3,2025-03-30
2577,181,456,4,2025-03-09
2578,110,973,3,2025-10-21
2579,11,562,4,2024-07-19
2580,82,925,4,2025-08-30
2581,77,417,2,2024-05-22
2582,171,113,1,2025-05-30
2583,110,361,2,2025-01-18
2584,37,7,1,2024-08-05
2585,25,974,4,2025-03-30
2586,34,557,1,2025-11-03
2587,88,350,4,2025-11-14
2588,130,261,4,2024-05-01
2589,160,906,4,2024-07-16
2590,4,514,2,2024-06-18
2591,24,464,1,2025-09-14
2592,144,588,2,2024-04-04
2593,174,555,5,2025-04-13
2594,108,73,4,2025-11-19
2595,144,449,3,2024-09-16
2596,61,528,5,2025-02-15
2597,84,773,5,2024-06-24
2598,57,694,5,2025-02-23
2599,23,976,2,2025-11-12
2600,99,286,5,2024-12-10
2601,192,997,2,2024-03-06
2602,181,517,3,2024-05-06
2603,159,218,2,2025-12-21
2604,161,884,5,2024-06-21
2605,71,873,1,2024-11-17
2606,40,646,4,2024-06-14
2607,126,642,1,2024-06-09
2608,87,224,4,2024-02-28
2609,7,651,2,2024-02-21
2610,168,335,2,2024-08-25
2611,11,905,5,2025-04-23
2612,194,905,3,2024-07-09
2613,25,276,2,2024-09-22
2614,49,308,2,2025-07-04
2615,193,910,4,2024-03-08
2616,84,979,3,2025-12-18
2617,65,176,4,2024-03-31
2618,141,933,3,2024-07-14
2619,168,217,2,2024-07-04
2620,165,664,4,2025-06-06
2621,102,51,2,2025-03-21
2622,108,857,3,2025-10-09
2623,98,970,4,2024-04-26
2624,185,611,4,2025-09-20
2625,120,154,3,2024-09-21
2626,22,428,2,2026-02-16
2627,171,197,2,2024-05-14
2628,90,609,4,2025-11-29
2629,123,285,5,2024-04-11
2630,14,61,3,2025-09-01
2631,154,250,3,2024-05-28
2632,23,733,5,2025-12-17
2633,98,707,5,2026-02-02
2634,178,994,2,2024-03-29
2635,187,417,5,2025-12-29
2636,93,570,2,2025-03-29
2637,163,178,1,2026-02-12
2638,124,472,1,2025-07-11
2639,186,179,5,2024-12-29
2640,178,315,5,2025-02-14
2641,166,871,3,2024-06-06
2642,132,482,5,2024-11-14
2643,146,253,4,2025-10-05
2644,121,840,3,2024-07-10
2645,34,894,2,2026-01-19
2646,45,557,1,2025-02-07
2647,171,121,3,2024-10-25
2648,11,4,4,2025-03-07
2649,159,221,3,2025-10-29
2650,71,328,2,2025-04-22
2651,115,783,5,2024-12-04
2652,165,607,2,2024-03-27
2653,3,694,5,2024-07-27
2654,55,20,3,2024-03-27
2655,159,114,1,2025-03-29
2656,108,779,3,2024-03-03
2657,99,38,1,2025-10-27
2658,134,47,1,2025-06-10
2659,7,37,4,2026-01-28
2660,22,90,2,2024-08-24
2661,85,432,3,2024-04-02
2662,83,896,3,2025-09-11
2663,103,775,4,2025-10-27
2664,145,512,2,2025-03-28
2665,199,567,2,2024-06-14
2666,89,360,4,2024-11-23
2667,199,309,2,2024-12-31
2668,112,247,2,2025-02-11
2669,168,9,3,2026-01-26
2670,105,355,1,2025-08-09
2671,134,268,4,2025-07-27
2672,112,313,4,2024-09-24
2673,122,198,4,2024-08-14
2674,151,214,1,2025-11-16
2675,26,222,4,2024-07-14
2676,19,642,4,2025-09-29
2677,4,164,4,2025-09-09
2678,35,415,2,2024-10-08
2679,173,878,4,2024-05-21
2680,19,340,3,2024-03-19
2681,61,257,3,2024-12-02
2682,147,188,2,2025-12-04
2683,92,52,3,2025-11-25
2684,119,513,5,2024-07-14
2685,97,468,2,2025-03-26
2686,15,417,3,2024-09-10
2687,56,551,2,2025-11-27
2688,106,801,1,2025-01-19
2689,197,654,2,2024-10-13
2690,130,4,4,2026-01-30
2691,194,242,2,2025-04-08
2692,80,734,2,2025-01-22
2693,92,35,5,2024-11-03
2694,186,227,1,2024-07-13
2695,39,687,4,2025-05-03
2696,31,107,5,2025-05-19
2697,59,47,2,2025-07-04
2698,18,576,5,2025-04-05
2699,195,335,4,2025-01-10
2700,164,632,5,2025-03-11
2701,74,566,4,2025-01-04
2702,57,289,3,2025-03-07
2703,7,933,5,2025-12-26
2704,43,994,2,2024-10-20
2705,171,998,3,2024-11-13
2706,188,259,3,2024-06-01
2707,153,89,2,2026-01-23
2708,9,306,1,2026-01-07
2709,77,550,2,2024-04-09
2710,98,231,4,2025-04-27
2711,72,615,3,2024-08-16
2712,70,262,5,2025-05-23
2713,130,490,5,2025-09-05
2714,127,610,4,2025-05-18
2715,106,379,2,2024-04-02
2716,150,268,1,2024-09-26
2717,117,37,3,2024-03-08
2718,110,139,1,2025-05-09
2719,158,574,2,2025-02-05
2720,58,569,2,2025-08-21
2721,99,360,4,2025-08-27
2722,199,918,1,2024-11-12
2723,149,996,4,2025-08-10
2724,34,657,2,2024-05-09
2725,13,497,1,2024-11-21
2726,83,130,4,2025-03-25
2727,199,651,5,2024-06-06
2728,148,610,4,2025-03-21
2729,140,536,4,2024-04-23
2730,166,750,1,2025-07-15
2731,24,853,3,2024-09-15
2732,44,160,2,2024-11-25
2733,63,94,5,2025-08-13
2734,28,648,1,2024-11-05
2735,197,1,4,2025-06-23
2736,137,957,3,2024-04-18
2737,66,957,1,2026-01-29
2738,10,5,3,2024-12-17
2739,101,727,3,2024-10-16
2740,50,164,4,2025-09-04
2741,178,797,2,2025-12-07
2742,19,585,5,2024-03-16
2743,61,384,2,2024-03-16
2744,118,66,2,2024-12-26
2745,91,323,1,2025-06-14
2746,74,37,3,2025-07-14
2747,151,424,2,2025-02-26
2748,31,173,5,2024-04-23
2749,75,933,1,2024-07-31
2750,171,214,5,2025-09-17
2751,158,898,3,2024-07-05
2752,185,529,2,2024-03-22
2753,22,699,5,2024-04-22
2754,27,93,5,2025-05-04
2755,61,208,4,2025-04-23
2756,61,965,4,2024-11-24
2757,69,718,3,2026-01-05
2758,187,254,3,2024-10-05
2759,140,910,3,2024-05-07
2760,142,428,2,2024-12-21
2761,98,61,3,2024-11-18
2762,79,1,5,2025-03-04
2763,194,314,2,2025-07-19
2764,54,776,2,2025-07-20
2765,153,167,1,2025-05-25
2766,199,871,1,2024-11-12
2767,19,683,3,2025-08-11
2768,57,673,3,2025-04-19
2769,88,327,2,2024-03-28
2770,155,752,1,2024-08-28
2771,39,13,4,2025-01-22
2772,144,240,1,2025-07-04
2773,120,290,2,2024-03-10
2774,162,478,2,2025-04-04
2775,97,16,4,2024-08-10
2776,87,25,4,2025-10-30
2777,13,551,5,2025-12-20
2778,166,706,3,2024-05-03
2779,161,799,1,2024-10-09
2780,54,653,3,2025-03-25
2781,159,771,1,2024-12-14
2782,28,377,2,2025-06-21
2783,15,885,1,2025-08-25
2784,127,601,1,2025-11-07
2785,192,791,4,2025-05-13
2786,153,434,4,2024-10-22
2787,130,68,1,2026-02-15
2788,88,839,3,2025-10-15
2789,86,748,2,2024-07-19
2790,33,620,2,2024-09-27
2791,95,974,3,2025-07-19
2792,32,623,3,2025-06-21
2793,19,887,3,2025-11-18
2794,86,260,3,2025-02-23
2795,69,397,2,2024-07-14
2796,9,70,5,2024-08-05
2797,145,526,5,2024-08-12
2798,68,825,1,2026-01-10
2799,115,540,3,2025-08-10
2800,26,742,2,2025-02-21
2801,60,180,3,2024-10-14
2802,44,884,3,2024-09-13
2803,173,254,5,2024-06-25
2804,2,336,3,2024-04-11
2805,183,59,1,2026-02-06
2806,20,710,1,2025-09-01
2807,86,24,1,2024-12-21
2808,32,599,2,2025-10-11
2809,170,96,2,2024-12-08
2810,49,255,2,2025-05-20
2811,56,407,3,2025-03-14
2812,19,790,2,2024-04-27
2813,135,711,5,2024-09-21
2814,93,183,4,2025-12-16
2815,57,9,2,2025-01-14
2816,58,138,3,2025-02-22
2817,179,496,2,2025-08-24
2818,136,564,2,2024-05-15
2819,109,847,3,2024-11-01
2820,34,12,2,2026-01-30
2821,165,152,1,2024-06-29
2822,73,662,4,2025-11-24
2823,121,458,3,2024-08-25
2824,28,698,1,2025-12-16
2825,128,241,1,2025-12-03
2826,195,366,1,2025-01-03
2827,59,711,4,2025-06-27
2828,106,217,2,2024-05-23
2829,122,826,2,2025-10-13
2830,29,527,1,2025-05-29
2831,194,981,5,2025-12-11
2832,124,543,1,2025-05-08
2833,76,286,5,2025-12-08
2834,197,378,3,2024-10-19
2835,122,432,3,2024-04-12
2836,15,992,1,2024-03-14
2837,107,634,5,2025-10-06
2838,135,264,3,2025-05-12
2839,176,216,5,2026-01-15
2840,104,554,3,2024-05-18
2841,15,986,5,2024-11-15
2842,163,661,2,2024-12-23
2843,141,566,2,2025-02-25
2844,6,339,3,2025-02-25
2845,139,896,5,2025-11-05
2846,139,428,3,2024-03-25
2847,101,479,5,2024-05-02
2848,144,346,3,2024-03-12
2849,93,5,3,2024-03-29
2850,119,608,1,2025-04-17
2851,4,956,1,2024-10-26
2852,57,155,3,2024-09-03
2853,108,571,3,2025-02-11
2854,44,258,2,2025-04-25
2855,43,943,1,2024-12-03
2856,42,493,5,2025-10-20
2857,69,70,5,2024-10-10
2858,139,676,3,2024-04-19
2859,62,951,1,2025-11-29
2860,160,850,3,2025-04-15
2861,41,794,3,2026-01-21
2862,25,937,1,2026-01-16
2863,108,713,1,2024-07-17
2864,50,490,1,2024-07-12
2865,100,949,2,2024-07-10
2866,174,274,1,2024-07-23
2867,24,647,1,2024-11-18
2868,184,226,3,2025-09-04
2869,128,33,2,2024-12-26
2870,103,408,1,2025-05-16
2871,44,623,5,2025-11-04
2872,152,503,4,2024-06-23
2873,92,181,1,2024-03-16
2874,78,383,5,2025-06-29
2875,26,715,3,2025-11-24
2876,158,828,2,2025-11-23
2877,15,657,3,2024-08-02
2878,52,370,1,2024-10-23
2879,138,634,5,2025-08-02
2880,78,332,3,2025-06-04
2881,112,247,4,2025-11-04
2882,25,74,2,2024-04-02
2883,13,709,2,2024-11-14
2884,46,946,4,2025-07-30
2885,199,427,4,2024-07-09
2886,159,43,3,2025-06-24
2887,1,856,5,2025-11-05
2888,75,245,4,2026-01-02
2889,125,649,1,2025-08-04
2890,111,549,3,2025-11-27
2891,191,507,4,2026-02-12
2892,28,27,2,2024-11-18
2893,186,650,4,2024-05-31
2894,82,165,2,2024-07-05
2895,95,461,2,2025-05-27
2896,119,571,1,2024-03-19
2897,80,131,2,2025-06-08
2898,115,178,1,2025-04-25
2899,127,483,1,2026-01-15
2900,178,81,3,2025-03-14
2901,43,215,2,2026-01-15
2902,86,626,2,2025-02-27
2903,185,922,3,2025-04-06
2904,2,701,2,2025-07-24
2905,80,773,1,2025-06-04
2906,172,182,4,2025-09-14
2907,19,609,1,2024-05-11
2908,191,217,4,2024-03-01
2909,95,596,5,2024-12-21
2910,103,993,2,2025-07-30
2911,99,95,5,2024-08-19
2912,84,680,3,2024-06-13
2913,160,262,4,2024-11-02
2914,160,265,3,2026-02-16
2915,82,579,4,2026-01-05
2916,176,604,4,2026-02-01
2917,106,355,5,2024-11-10
2918,101,611,1,2024-11-20
2919,89,590,5,2025-10-03
2920,87,118,3,2025-12-15
2921,151,517,5,2025-03-09
2922,158,915,2,2025-02-18
2923,186,56,4,2024-06-03
2924,130,363,2,2025-10-01
2925,82,503,5,2025-11-08
2926,115,97,5,2025-04-07
2927,181,743,2,2025-03-01
2928,59,338,1,2024-05-18
2929,155,347,1,2025-01-18
2930,50,406,4,2024-09-22
2931,81,755,4,2024-10-21
2932,98,592,5,2024-09-03
2933,28,670,3,2026-01-26
2934,99,602,1,2025-07-22
2935,26,317,1,2025-11-05
2936,80,295,1,2025-05-16
2937,198,721,2,2025-12-12
2938,123,420,5,2024-09-01
2939,169,647,5,2025-09-11
2940,62,411,2,2025-12-08
2941,181,106,4,2024-07-09
2942,18,509,3,2025-06-15
2943,86,453,3,2025-01-08
2944,119,204,4,2025-12-05
2945,177,870,3,2025-12-12
2946,176,609,1,2026-01-28
2947,3,914,1,2024-07-08
2948,26,545,4,2024-08-26
2949,13,738,1,2025-03-13
2950,48,716,2,2025-11-05
2951,164,438,1,2024-03-11
2952,135,315,2,2024-07-18
2953,56,912,2,2024-07-21
2954,119,279,4,2024-03-28
2955,105,206,3,2024-12-22
2956,111,429,2,2025-01-04
2957,165,666,2,2024-08-24
2958,153,352,1,2025-07-15
2959,155,213,1,2025-08-30
2960,129,154,4,2025-07-18
2961,33,696,3,2025-11-22
2962,74,61,5,2026-02-11
2963,148,96,5,2025-11-17
2964,80,441,5,2024-09-05
2965,34,714,1,2024-09-05
2966,60,626,5,2024-12-20
2967,133,749,2,2025-12-01
2968,101,636,4,2025-07-15
2969,161,52,2,2026-01-29
2970,192,114,1,2024-09-02
2971,32,225,1,2025-12-09
2972,8,792,3,2025-09-06
2973,27,47,4,2025-06-07
2974,130,646,2,2025-07-26
2975,81,692,5,2024-09-15
2976,53,639,1,2025-05-14
2977,179,949,4,2024-10-26
2978,131,605,3,2025-03-11
2979,154,830,3,2025-05-17
2980,68,595,3,2025-01-20
2981,102,540,4,2024-10-05
2982,119,255,5,2024-05-19
2983,167,559,3,2025-06-09
2984,32,157,5,2025-10-14
2985,98,181,2,2025-01-13
2986,149,39,3,2025-09-17
2987,150,741,2,2025-02-25
2988,115,61,1,2025-10-21
2989,87,461,2,2025-05-25
2990,65,548,5,2024-11-12
2991,52,791,2,2025-09-11
2992,113,979,1,2025-01-02
2993,170,812,3,2024-05-19
2994,192,175,1,2024-05-19
2995,143,749,1,2024-06-14
2996,112,440,4,2024-12-22
2997,18,595,1,2024-08-14
2998,74,668,2,2024-04-17
2999,94,426,5,2024-10-28
3000,142,834,2,2024-09-13
3001,138,76,1,2024-08-12
3002,176,938,2,2024-09-25
3003,25,731,5,2024-08-25
3004,128,124,1,2024-04-06
3005,113,881,2,2024-07-31
3006,37,54,1,2024-03-24
3007,166,413,5,2025-09-27
3008,113,793,1,2026-01-04
3009,5,353,1,2025-07-02
3010,21,197,4,2025-10-15
3011,54,540,4,2025-09-13
3012,126,636,3,2024-09-13
3013,15,977,5,2024-03-25
3014,198,948,1,2024-11-30
3015,41,118,5,2024-07-01
3016,168,909,2,2025-09-26
3017,84,12,3,2025-06-30
3018,62,946,3,2024-10-31
3019,150,454,2,2025-10-28
3020,188,136,5,2025-03-05
3021,55,635,3,2025-08-13
3022,78,939,3,2024-09-18
3023,192,878,5,2026-01-11
3024,179,776,3,2024-03-27
3025,74,631,3,2024-02-19
3026,107,273,4,2025-05-11
3027,164,416,3,2024-03-07
3028,96,995,1,2025-06-12
3029,22,249,1,2025-12-01
3030,162,779,5,2025-06-19
3031,193,95,2,2025-10-15
3032,66,997,1,2025-09-07
3033,155,280,1,2024-02-19
3034,36,206,2,2025-07-25
3035,40,598,4,2025-09-06
3036,135,112,4,2024-11-13
3037,55,846,3,2025-06-09
3038,114,763,3,2026-01-30
3039,127,977,5,2025-04-17
3040,11,690,5,2024-12-10
3041,171,906,5,2025-07-29
3042,130,326,3,2026-01-10
3043,138,59,3,2025-08-07
3044,157,159,1,2024-06-16
3045,119,640,1,2025-09-18
3046,41,943,4,2025-04-20
3047,93,411,1,2025-06-28
3048,181,371,4,2025-08-04
3049,13,441,4,2024-02-27
3050,63,30,2,2026-01-12
3051,130,725,5,2024-06-01
3052,9,503,5,2024-09-08
3053,178,624,5,2025-02-22
3054,92,769,4,2025-06-23
3055,177,326,2,2025-04-22
3056,55,224,1,2024-03-27
3057,142,933,5,2024-06-19
3058,147,117,1,2024-12-10
3059,119,214,2,2025-08-20
3060,199,985,1,2024-08-20
3061,21,88,1,2025-03-02
3062,97,542,4,2025-01-14
3063,193,85,3,2025-06-13
3064,195,473,5,2024-05-09
3065,39,317,5,2024-05-14
3066,131,754,4,2025-12-26
3067,171,792,5,2025-12-30
3068,166,630,3,2024-11-23
3069,25,736,4,2026-01-12
3070,9,682,1,2024-03-26
3071,161,239,4,2025-06-04
3072,25,397,1,2026-01-16
3073,182,542,4,2025-02-16
3074,144,993,4,2024-07-20
3075,114,362,3,2025-10-08
3076,197,887,1,2024-07-30
3077,38,931,4,2024-06-30
3078,128,809,3,2025-03-01
3079,17,509,1,2025-01-17
3080,141,931,5,2024-11-28
3081,60,117,4,2024-12-10
3082,159,154,1,2025-02-05
3083,62,449,1,2024-11-19
3084,140,667,5,2026-02-13
3085,120,342,2,2025-01-31
3086,122,719,2,2024-07-01
3087,16,58,2,2024-12-28
3088,190,929,4,2024-03-09
3089,183,746,3,2025-07-31
3090,167,650,3,2025-03-03
3091,34,831,2,2025-09-12
3092,144,586,5,2024-05-30
3093,128,419,1,2025-09-08
3094,50,512,1,2024-12-01
3095,104,408,5,2025-03-18
3096,138,853,5,2024-09-21
3097,31,985,1,2024-06-01
3098,164,865,2,2025-09-21
3099,80,77,3,2025-09-01
3100,176,926,4,2024-07-16
3101,78,550,3,2025-09-06
3102,195,544,1,2024-05-17
3103,3,856,5,2024-08-05
3104,120,845,2,2025-11-09
3105,150,728,1,2026-01-18
3106,9,69,3,2024-12-11
3107,18,146,3,2025-12-28
